Date,Close
10-05-2019,127.129997
13-05-2019,123.349998
14-05-2019,124.730003
15-05-2019,126.019997
16-05-2019,128.929993
17-05-2019,128.070007
20-05-2019,126.220001
21-05-2019,126.900002
22-05-2019,127.669998
23-05-2019,126.18
24-05-2019,126.239998
28-05-2019,126.160004
29-05-2019,124.940002
30-05-2019,125.730003
31-05-2019,123.68
03-06-2019,119.839996
04-06-2019,123.160004
05-06-2019,125.830002
06-06-2019,127.82
07-06-2019,131.399994
10-06-2019,132.600006
11-06-2019,132.100006
12-06-2019,131.490005
13-06-2019,132.320007
14-06-2019,132.449997
17-06-2019,132.850006
18-06-2019,135.160004
19-06-2019,135.690002
20-06-2019,136.949997
21-06-2019,136.970001
24-06-2019,137.779999
25-06-2019,133.429993
26-06-2019,133.929993
27-06-2019,134.149994
28-06-2019,133.960007
01-07-2019,135.679993
02-07-2019,136.580002
03-07-2019,137.460007
05-07-2019,137.059998
08-07-2019,136.960007
09-07-2019,136.460007
10-07-2019,137.850006
11-07-2019,138.399994
12-07-2019,138.899994
15-07-2019,138.899994
16-07-2019,137.080002
17-07-2019,136.270004
18-07-2019,136.419998
19-07-2019,136.619995
22-07-2019,138.429993
23-07-2019,139.289993
24-07-2019,140.720001
25-07-2019,140.190002
26-07-2019,141.339996
29-07-2019,141.029999
30-07-2019,140.350006
31-07-2019,136.270004
01-08-2019,138.059998
02-08-2019,136.899994
05-08-2019,132.210007
06-08-2019,134.690002
07-08-2019,135.279999
08-08-2019,138.889999
09-08-2019,137.710007
12-08-2019,135.789993
13-08-2019,138.600006
14-08-2019,133.979996
15-08-2019,133.679993
16-08-2019,136.130005
19-08-2019,138.410004
20-08-2019,137.259995
21-08-2019,138.789993
22-08-2019,137.779999
23-08-2019,133.389999
26-08-2019,135.449997
27-08-2019,135.740005
28-08-2019,135.559998
29-08-2019,138.119995
30-08-2019,137.860001
03-09-2019,136.039993
04-09-2019,137.630005
05-09-2019,140.050003
06-09-2019,139.100006
09-09-2019,137.520004
10-09-2019,136.080002
11-09-2019,136.119995
12-09-2019,137.520004
13-09-2019,137.320007
16-09-2019,136.330002
17-09-2019,137.389999
18-09-2019,138.520004
19-09-2019,141.070007
20-09-2019,139.440002
23-09-2019,139.139999
24-09-2019,137.380005
25-09-2019,139.360001
26-09-2019,139.539993
27-09-2019,137.729996
30-09-2019,139.029999
01-10-2019,137.070007
02-10-2019,134.649994
03-10-2019,136.279999
04-10-2019,138.119995
07-10-2019,137.119995
08-10-2019,135.669998
09-10-2019,138.240005
10-10-2019,139.100006
11-10-2019,139.679993
14-10-2019,139.550003
15-10-2019,141.570007
16-10-2019,140.410004
17-10-2019,139.690002
18-10-2019,137.410004
21-10-2019,138.429993
22-10-2019,136.369995
23-10-2019,137.240005
24-10-2019,139.940002
25-10-2019,140.729996
28-10-2019,144.190002
29-10-2019,142.830002
30-10-2019,144.610001
31-10-2019,143.369995
01-11-2019,143.720001
04-11-2019,144.550003
05-11-2019,144.460007
06-11-2019,144.059998
07-11-2019,144.259995
08-11-2019,145.960007
11-11-2019,146.110001
12-11-2019,147.070007
13-11-2019,147.309998
14-11-2019,148.059998
15-11-2019,149.970001
18-11-2019,150.339996
19-11-2019,150.389999
20-11-2019,149.619995
21-11-2019,149.479996
22-11-2019,149.589996
25-11-2019,151.229996
26-11-2019,152.029999
27-11-2019,152.320007
29-11-2019,151.380005
02-12-2019,149.550003
03-12-2019,149.309998
04-12-2019,149.850006
05-12-2019,149.929993
06-12-2019,151.75
09-12-2019,151.360001
10-12-2019,151.130005
11-12-2019,151.699997
12-12-2019,153.240005
13-12-2019,154.529999
16-12-2019,155.529999
17-12-2019,154.690002
18-12-2019,154.369995
19-12-2019,155.710007
20-12-2019,157.410004
23-12-2019,157.410004
24-12-2019,157.380005
26-12-2019,158.669998
27-12-2019,158.960007
30-12-2019,157.589996
31-12-2019,157.699997
02-01-2020,160.619995
03-01-2020,158.619995
06-01-2020,159.029999
07-01-2020,157.580002
08-01-2020,160.089996
09-01-2020,162.089996
10-01-2020,161.339996
13-01-2020,163.279999
14-01-2020,162.130005
15-01-2020,163.179993
16-01-2020,166.169998
17-01-2020,167.100006
21-01-2020,166.5
22-01-2020,165.699997
23-01-2020,166.720001
24-01-2020,165.039993
27-01-2020,162.279999
28-01-2020,165.460007
29-01-2020,168.039993
30-01-2020,172.779999
31-01-2020,170.229996
03-02-2020,174.380005
04-02-2020,180.119995
05-02-2020,179.899994
06-02-2020,183.630005
07-02-2020,183.889999
10-02-2020,188.699997
11-02-2020,184.440002
12-02-2020,184.710007
13-02-2020,183.710007
14-02-2020,185.350006
18-02-2020,187.229996
19-02-2020,187.279999
20-02-2020,184.419998
21-02-2020,178.589996
24-02-2020,170.889999
25-02-2020,168.070007
26-02-2020,170.169998
27-02-2020,158.179993
28-02-2020,162.009995
02-03-2020,172.789993
03-03-2020,164.509995
04-03-2020,170.550003
05-03-2020,166.270004
06-03-2020,161.570007
09-03-2020,150.619995
10-03-2020,160.919998
11-03-2020,153.630005
12-03-2020,139.059998
13-03-2020,158.830002
16-03-2020,135.419998
17-03-2020,146.570007
18-03-2020,140.399994
19-03-2020,142.710007
20-03-2020,137.350006
23-03-2020,135.979996
24-03-2020,148.339996
25-03-2020,146.919998
26-03-2020,156.110001
27-03-2020,149.699997
30-03-2020,160.229996
31-03-2020,157.710007
01-04-2020,152.110001
02-04-2020,155.259995
03-04-2020,153.830002
06-04-2020,165.270004
07-04-2020,163.490005
08-04-2020,165.130005
09-04-2020,165.139999
13-04-2020,165.509995
14-04-2020,173.699997
15-04-2020,171.880005
16-04-2020,177.039993
17-04-2020,178.600006
20-04-2020,175.059998
21-04-2020,167.820007
22-04-2020,173.520004
23-04-2020,171.419998
24-04-2020,174.550003
27-04-2020,174.050003
28-04-2020,169.809998
29-04-2020,177.429993
30-04-2020,179.210007
01-05-2020,174.570007
04-05-2020,178.839996
05-05-2020,180.759995
06-05-2020,182.539993
07-05-2020,183.600006
08-05-2020,184.679993
11-05-2020,186.740005
12-05-2020,182.509995
13-05-2020,179.75
14-05-2020,180.529999
15-05-2020,183.160004
18-05-2020,184.910004
19-05-2020,183.630005
20-05-2020,185.660004
21-05-2020,183.429993
22-05-2020,183.509995
26-05-2020,181.570007
27-05-2020,181.809998
28-05-2020,181.399994
29-05-2020,183.25
01-06-2020,182.830002
02-06-2020,184.910004
03-06-2020,185.360001
04-06-2020,182.919998
05-06-2020,187.199997
08-06-2020,188.360001
09-06-2020,189.800003
