Date,Close
20-06-2019,38.619999
21-06-2019,37.220001
24-06-2019,35.759998
25-06-2019,35.200001
26-06-2019,37.189999
27-06-2019,36.25
28-06-2019,37.5
01-07-2019,36.549999
02-07-2019,36.549999
03-07-2019,36
05-07-2019,35.52
08-07-2019,35
09-07-2019,35.639999
10-07-2019,35.189999
11-07-2019,35
12-07-2019,33.73
15-07-2019,34.75
16-07-2019,34.400002
17-07-2019,33.459999
18-07-2019,32
19-07-2019,31.299999
22-07-2019,33.25
23-07-2019,33.939999
24-07-2019,34.099998
25-07-2019,33.720001
26-07-2019,34.09
29-07-2019,33.009998
30-07-2019,32.580002
31-07-2019,33.419998
01-08-2019,32
02-08-2019,30.870001
05-08-2019,31.389999
06-08-2019,30.84
07-08-2019,30.77
08-08-2019,31.530001
09-08-2019,30.780001
12-08-2019,31.17
13-08-2019,31.25
14-08-2019,30.76
15-08-2019,30.16
16-08-2019,30
19-08-2019,31.139999
20-08-2019,30.5
21-08-2019,30.799999
22-08-2019,30.549999
23-08-2019,30.049999
26-08-2019,30.969999
27-08-2019,29.91
28-08-2019,29.799999
29-08-2019,29.98
30-08-2019,28.639999
03-09-2019,28.76
04-09-2019,31.07
05-09-2019,30.01
06-09-2019,27.379999
09-09-2019,24.92
10-09-2019,26.75
11-09-2019,25.25
12-09-2019,25.620001
13-09-2019,24.49
16-09-2019,26.1
17-09-2019,26.219999
18-09-2019,25.709999
19-09-2019,25.719999
20-09-2019,25.370001
23-09-2019,24.16
24-09-2019,23.200001
25-09-2019,22.73
26-09-2019,22.629999
27-09-2019,22.059999
30-09-2019,23.73
01-10-2019,22.870001
02-10-2019,23.43
03-10-2019,24.93
04-10-2019,24.969999
07-10-2019,26.049999
08-10-2019,25.700001
09-10-2019,24.57
10-10-2019,23.82
11-10-2019,25.99
14-10-2019,24.620001
15-10-2019,24.74
16-10-2019,23.639999
17-10-2019,24
18-10-2019,21.809999
21-10-2019,22.58
22-10-2019,21.030001
23-10-2019,20.84
24-10-2019,20.98
25-10-2019,20.459999
28-10-2019,21.469999
29-10-2019,22.5
30-10-2019,23.25
31-10-2019,22
01-11-2019,21.940001
04-11-2019,21.940001
05-11-2019,20.75
06-11-2019,20.139999
07-11-2019,20.34
08-11-2019,20.5
11-11-2019,20.129999
12-11-2019,20.700001
13-11-2019,21.299999
14-11-2019,21.690001
15-11-2019,22.860001
18-11-2019,23.110001
19-11-2019,21.18
20-11-2019,21.700001
21-11-2019,21
22-11-2019,21.17
25-11-2019,22.5
26-11-2019,22.09
27-11-2019,22.620001
29-11-2019,22.82
02-12-2019,22.51
03-12-2019,22.57
04-12-2019,21.66
05-12-2019,22.780001
06-12-2019,22.5
09-12-2019,23
10-12-2019,22.25
11-12-2019,20.75
12-12-2019,20.9
13-12-2019,21.389999
16-12-2019,21.41
17-12-2019,20.709999
18-12-2019,21.129999
19-12-2019,21.23
20-12-2019,21.51
23-12-2019,21.530001
24-12-2019,21.35
26-12-2019,22
27-12-2019,22
30-12-2019,22.209999
31-12-2019,22.48
02-01-2020,23.02
03-01-2020,22.459999
06-01-2020,23.52
07-01-2020,23.83
08-01-2020,23.77
09-01-2020,23.17
10-01-2020,23.120001
13-01-2020,23.200001
14-01-2020,22.280001
15-01-2020,22.33
16-01-2020,22.969999
17-01-2020,22.459999
21-01-2020,22.309999
22-01-2020,22.139999
23-01-2020,21.219999
24-01-2020,20.59
27-01-2020,20.059999
28-01-2020,20.98
29-01-2020,20.799999
30-01-2020,20.639999
31-01-2020,20.73
03-02-2020,20.98
04-02-2020,23.25
05-02-2020,23.309999
06-02-2020,22.65
07-02-2020,22.99
10-02-2020,26.540001
11-02-2020,25.98
12-02-2020,25.809999
13-02-2020,26.549999
14-02-2020,27.99
18-02-2020,27.58
19-02-2020,27.5
20-02-2020,27.49
21-02-2020,28.440001
24-02-2020,27.92
25-02-2020,26.75
26-02-2020,26.610001
27-02-2020,26.219999
28-02-2020,27.02
02-03-2020,27.209999
03-03-2020,26.92
04-03-2020,27.799999
05-03-2020,28.389999
06-03-2020,26.42
09-03-2020,24.889999
10-03-2020,25.059999
11-03-2020,23.620001
12-03-2020,21.35
13-03-2020,19.59
16-03-2020,17.040001
17-03-2020,19.9
18-03-2020,18.01
19-03-2020,21.01
20-03-2020,22.23
23-03-2020,24.75
24-03-2020,25.950001
25-03-2020,25.879999
26-03-2020,28.48
27-03-2020,28.58
30-03-2020,28.209999
31-03-2020,26.84
01-04-2020,25.75
02-04-2020,24.26
03-04-2020,24.26
06-04-2020,24.309999
07-04-2020,23.48
08-04-2020,24.9
09-04-2020,24.700001
13-04-2020,24.959999
14-04-2020,25.32
15-04-2020,28.030001
16-04-2020,29.379999
17-04-2020,28.1
20-04-2020,29.25
21-04-2020,26.459999
22-04-2020,26.16
23-04-2020,26.530001
24-04-2020,26.059999
27-04-2020,27.309999
28-04-2020,26.879999
29-04-2020,27.07
30-04-2020,26.690001
01-05-2020,26.379999
04-05-2020,27.200001
05-05-2020,27.290001
06-05-2020,27.629999
07-05-2020,29.950001
08-05-2020,31.16
11-05-2020,31.26
12-05-2020,31.01
13-05-2020,30.200001
14-05-2020,31.66
15-05-2020,31.33
18-05-2020,29
19-05-2020,29.690001
20-05-2020,31.35
21-05-2020,31.639999
22-05-2020,31.709999
26-05-2020,32.41
27-05-2020,32.110001
28-05-2020,32.540001
29-05-2020,35.049999
01-06-2020,37.18
02-06-2020,38.380001
03-06-2020,39.900002
04-06-2020,37.939999
05-06-2020,32.560001
08-06-2020,32.009998
09-06-2020,31.32
