Date,Close
10-05-2019,181.679993
13-05-2019,174.039993
14-05-2019,179.259995
15-05-2019,181.520004
16-05-2019,190.570007
17-05-2019,187.580002
20-05-2019,183.880005
21-05-2019,188.720001
22-05-2019,188.740005
23-05-2019,183.440002
24-05-2019,183.220001
28-05-2019,185.889999
29-05-2019,175.970001
30-05-2019,177.029999
31-05-2019,173.279999
03-06-2019,162.240005
04-06-2019,164.630005
05-06-2019,169.410004
06-06-2019,169.050003
07-06-2019,174.320007
10-06-2019,177.460007
11-06-2019,170.160004
12-06-2019,173.289993
13-06-2019,173.830002
14-06-2019,171.490005
17-06-2019,174.929993
18-06-2019,178.089996
19-06-2019,182.929993
20-06-2019,184.660004
21-06-2019,178.759995
24-06-2019,172.460007
25-06-2019,168.529999
26-06-2019,168.820007
27-06-2019,172.289993
28-06-2019,170.520004
01-07-2019,174.759995
02-07-2019,174
03-07-2019,176.910004
05-07-2019,176.399994
08-07-2019,173.490005
09-07-2019,176.910004
10-07-2019,178.770004
11-07-2019,178.740005
12-07-2019,179.710007
15-07-2019,180.889999
16-07-2019,177.949997
17-07-2019,181.110001
18-07-2019,182.029999
19-07-2019,180.119995
22-07-2019,182.050003
23-07-2019,179.399994
24-07-2019,183.699997
25-07-2019,182.119995
26-07-2019,185.179993
29-07-2019,181.669998
30-07-2019,180.770004
31-07-2019,178.720001
01-08-2019,177.75
02-08-2019,172.039993
05-08-2019,164.490005
06-08-2019,164.919998
07-08-2019,186.779999
08-08-2019,196.220001
09-08-2019,191.669998
12-08-2019,189.899994
13-08-2019,192.740005
14-08-2019,185.130005
15-08-2019,186.360001
16-08-2019,188.399994
19-08-2019,188.919998
20-08-2019,192.929993
21-08-2019,199.539993
22-08-2019,203.119995
23-08-2019,201.649994
26-08-2019,202.899994
27-08-2019,204.880005
28-08-2019,198.110001
29-08-2019,202.240005
30-08-2019,199.679993
03-09-2019,197.839996
04-09-2019,198.830002
05-09-2019,196.110001
06-09-2019,189.160004
09-09-2019,175.770004
10-09-2019,168.699997
11-09-2019,167.809998
12-09-2019,170.380005
13-09-2019,164.110001
16-09-2019,163.5
17-09-2019,163.800003
18-09-2019,163.130005
19-09-2019,161.820007
20-09-2019,160.360001
23-09-2019,160.710007
24-09-2019,154.350006
25-09-2019,153.229996
26-09-2019,154.210007
27-09-2019,149.910004
30-09-2019,151.610001
01-10-2019,150.759995
02-10-2019,150.369995
03-10-2019,157.289993
04-10-2019,159.380005
07-10-2019,164.690002
08-10-2019,158.589996
09-10-2019,160.509995
10-10-2019,160.089996
11-10-2019,162.990005
14-10-2019,164.550003
15-10-2019,167.389999
16-10-2019,162.100006
17-10-2019,160.559998
18-10-2019,154.110001
21-10-2019,153.5
22-10-2019,147.320007
23-10-2019,146.669998
24-10-2019,156.240005
25-10-2019,156.589996
28-10-2019,156.860001
29-10-2019,157.369995
30-10-2019,158.770004
31-10-2019,155.100006
01-11-2019,156.380005
04-11-2019,154.270004
05-11-2019,151.570007
06-11-2019,145.080002
07-11-2019,142.690002
08-11-2019,141.330002
11-11-2019,141.089996
12-11-2019,143.580002
13-11-2019,141.729996
14-11-2019,143.690002
15-11-2019,145.740005
18-11-2019,148.860001
19-11-2019,151.110001
20-11-2019,145.449997
21-11-2019,144.589996
22-11-2019,144.660004
25-11-2019,146.100006
26-11-2019,150.330002
27-11-2019,151.300003
29-11-2019,151
02-12-2019,146.789993
03-12-2019,149.399994
04-12-2019,146
05-12-2019,153.550003
06-12-2019,152.009995
09-12-2019,153.550003
10-12-2019,152.639999
11-12-2019,149
12-12-2019,148.660004
13-12-2019,151.009995
16-12-2019,157.380005
17-12-2019,155.630005
